tipo,nome,repositorio,kingdom,tag,url
ocorrencias,PAB - Parque Botânico Ilha Grande - UERJ,jabot,Plantae,pab,https://ipt.jbrj.gov.br/jabot/
ocorrencias,PEL - Universidade Federal de Pelotas,jabot,Plantae,pel,https://ipt.jbrj.gov.br/jabot/
ocorrencias,PERD - Herbário do Parque Estadual do Rio Doce,jabot,Plantae,perd,https://ipt.jbrj.gov.br/jabot/
ocorrencias,R - Herbário do Museu Nacional. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,r_herbarium,https://ipt.jbrj.gov.br/jabot/
ocorrencias,RA-LAP - Laboratório de Arqueobotânica e Paisagem. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,ra_lap,https://ipt.jbrj.gov.br/jabot/
ocorrencias,RBR - Herbário da Universidade Federal Rural do Rio de Janeiro. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,rbr,https://ipt.jbrj.gov.br/jabot/
ocorrencias,RFA - Herbário da Universidade Federal do Rio de Janeiro. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,rfa,https://ipt.jbrj.gov.br/jabot/
ocorrencias,RFFP - Herbário da Faculdade de Formação de Professores da Universidade do Estado do Rio de Janeiro. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,rffp,https://ipt.jbrj.gov.br/jabot/
ocorrencias,RN - Herbário do Parque Estadual Dunas do Natal. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,rn_herbarium,https://ipt.jbrj.gov.br/jabot/
ocorrencias,RON - Herbário da Universidade Federal de Rondônia. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,ron,https://ipt.jbrj.gov.br/jabot/
ocorrencias,RSPF - Herbário da Universidade de Passo Fundo. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,rspf,https://ipt.jbrj.gov.br/jabot/
ocorrencias,SAMES - Herbário da Centro Universitário Norte do Espírito Santo. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,sames,https://ipt.jbrj.gov.br/jabot/
ocorrencias,SHPR - Herbário da Universidade Tecnológica Federal do Paraná. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,shpr,https://ipt.jbrj.gov.br/jabot/
ocorrencias,SJRP - Herbário da Universidade Estadual Paulista. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,sjrp,https://ipt.jbrj.gov.br/jabot/
ocorrencias,SLUI - Herbário Estadual do Maranhão. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,slui,https://ipt.jbrj.gov.br/jabot/
ocorrencias,SPSC - Herbário da Universidade de São Carlos. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,spsc,https://ipt.jbrj.gov.br/jabot/
ocorrencias,SRBM - Herbário do Sítio Roberto Burle Marx. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,srbm,https://ipt.jbrj.gov.br/jabot/
ocorrencias,TEPB - Herbário da Universidade Federal do Piauí. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,tepb,https://ipt.jbrj.gov.br/jabot/
ocorrencias,UALF - Herbário da Universidade Federal de Alfenas. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,ualf,https://ipt.jbrj.gov.br/jabot/
ocorrencias,UB - Herbário da Universidade de Brasília. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,hub,https://ipt.jbrj.gov.br/jabot/
ocorrencias,UFOP - Herbário Professor José Badini,jabot,Plantae,oupr,https://ipt.jbrj.gov.br/jabot/
ocorrencias,UFRN - Herbário da Universidade Federal do Rio Grande do Norte. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,ufrn,https://ipt.jbrj.gov.br/jabot/
ocorrencias,UFRR - Universidade Federal de Roraima,jabot,Plantae,ufrr,https://ipt.jbrj.gov.br/jabot/
ocorrencias,UNIP - Herbário da Universidade Paulista. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,unip,https://ipt.jbrj.gov.br/jabot/
ocorrencias,UNOP - Herbário da Universidade Estadual do Oeste do Paraná. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,unop,https://ipt.jbrj.gov.br/jabot/
ocorrencias,UPCB - Universidade Federal do Paraná. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,upcb,https://ipt.jbrj.gov.br/jabot/
ocorrencias,VIES - Herbário da Universidade Federal do Espírito Santo. Jabot - Banco de Dados da Flora Brasileira,jabot,Plantae,vies,https://ipt.jbrj.gov.br/jabot/
ocorrencias,ASE - Herbário da Universidade Federal de Sergipe,speciesLink,Plantae,ase,http://ipt1.cria.org.br/ipt/
ocorrencias,BOTU - Herbário Irina Delanova Gemtchújnicov,speciesLink,Plantae,botu,http://ipt1.cria.org.br/ipt/
ocorrencias,BOTU-Fungi - Herbário Irina Delanova Gemtchújnicov - Coleção de Fungos,speciesLink,Fungi,botu-fungi,http://ipt1.cria.org.br/ipt/
ocorrencias,BOTUw - Xiloteca Profa. Dra. Maria Aparecida Mourão Brasil,speciesLink,Plantae,botuw,http://ipt1.cria.org.br/ipt/
ocorrencias,CE-UFPE - Coleção Entomológica da UFPE,speciesLink,Animalia,ce-ufpe,http://ipt1.cria.org.br/ipt/
ocorrencias,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,speciesLink,Plantae,cen,http://ipt1.cria.org.br/ipt/
ocorrencias,CEPANN - Coleção Entomológica Paulo Nogueira-Neto - IB/USP,speciesLink,Animalia,cepann,http://ipt1.cria.org.br/ipt/
ocorrencias,CNMT - Herbário Centro Norte Mato Grossense,speciesLink,Plantae,cnmt,http://ipt1.cria.org.br/ipt/
ocorrencias,CPAP - Herbário CPAP,speciesLink,Plantae,cpap,http://ipt1.cria.org.br/ipt/
ocorrencias,CVRD - Herbário da Reserva Natural Vale,speciesLink,Plantae,cvrd,http://ipt1.cria.org.br/ipt/
ocorrencias,DCBU - Coleção Taxonômica do Departamento de Ecologia e Biologia Evolutiva da UFSCar,speciesLink,Animalia,dcbu,http://ipt1.cria.org.br/ipt/
ocorrencias,DSEC - Coleção Entomológica do Depto. de Sistemática e Ecologia,speciesLink,Animalia,dsec,http://ipt1.cria.org.br/ipt/
ocorrencias,DZUB - Coleção Entomológica da Universidade de Brasília,speciesLink,Animalia,dzub,http://ipt1.cria.org.br/ipt/
ocorrencias,DZUP-Hymenoptera - Coleção Entomológica Pe. Jesus Santiago Moure (Hymenoptera),speciesLink,Animalia,dzup-hymenoptera,http://ipt1.cria.org.br/ipt/
ocorrencias,EAFM - Herbário do Instituto Federal de Educação Ciência e Tecnologia do Amazonas,speciesLink,Plantae,eafm,http://ipt1.cria.org.br/ipt/
ocorrencias,EAN - Herbário Jaime Coelho de Moraes,speciesLink,Plantae,ean,http://ipt1.cria.org.br/ipt/
ocorrencias,EFC - Herbário Escola de Florestas Curitiba,speciesLink,Plantae,efc,http://ipt1.cria.org.br/ipt/
ocorrencias,FNJV - Fonoteca Neotropical Jacques Vielliard,speciesLink,Plantae,fnjv,http://ipt1.cria.org.br/ipt/
ocorrencias,FUEL - Herbário da Universidade Estadual de Londrina,speciesLink,Plantae,fuel,http://ipt1.cria.org.br/ipt/
ocorrencias,FUEL-Algae - Coleção Ficológica do Herbário da Universidade Estadual de Londrina,speciesLink,Plantae,fuel-algae,http://ipt1.cria.org.br/ipt/
ocorrencias,Funed-Pol - Coleção de lâminas de grãos de pólen,speciesLink,Plantae,funed-pol,http://ipt1.cria.org.br/ipt/
ocorrencias,HAMAB - Herbário Amapaense,speciesLink,Plantae,hamab,http://ipt1.cria.org.br/ipt/
ocorrencias,HAS - Herbário Alarich Rudolf Holger Schultz,speciesLink,Plantae,has,http://ipt1.cria.org.br/ipt/
ocorrencias,HAS-Algae-Cyanobacteria - Coleção Ficológica do HAS,speciesLink,Plantae,has-algae,http://ipt1.cria.org.br/ipt/
ocorrencias,HBRA - Herbário do Instituto de Estudos Costeiros da Universidade Federal do Pará,speciesLink,Plantae,hbra,http://ipt1.cria.org.br/ipt/
ocorrencias,HCDAL - Herbário Caririense Dárdano de Andrade-Lima,speciesLink,Plantae,hcdal,http://ipt1.cria.org.br/ipt/
ocorrencias,HDJFw - Xiloteca do Herbário Dendrológico Jeanine Felfili,speciesLink,Plantae,HDJFw,http://ipt1.cria.org.br/ipt/
ocorrencias,HFSL - Herbário Dr. Ary Tupinambá Penna Pinheiro,speciesLink,Plantae,hfsl,http://ipt1.cria.org.br/ipt/
ocorrencias,HFSL-Fungos - Herbário Dr. Ary Tupinambá Penna Pinheiro - Fungos,speciesLink,Fungi,hfsl-fungos,http://ipt1.cria.org.br/ipt/
ocorrencias,HPAN - Herbário do Pantanal Vali Joana Pott,speciesLink,Plantae,hpan,http://ipt1.cria.org.br/ipt/
ocorrencias,HPBR - Herbário Padre Balduino Rambo,speciesLink,Plantae,hpbr,http://ipt1.cria.org.br/ipt/
ocorrencias,HPL - Herbário do Jardim Botânico Plantarum,speciesLink,Plantae,hpl,http://ipt1.cria.org.br/ipt/
ocorrencias,HST - Herbário Sérgio Tavares,speciesLink,Plantae,hst,http://ipt1.cria.org.br/ipt/
ocorrencias,HTSA - Herbário do Trópico Semiárido,speciesLink,Plantae,htsa,http://ipt1.cria.org.br/ipt/
ocorrencias,HTSA-Carpoteca - Carpoteca do Trópico Semiárido,speciesLink,Plantae,htsa-carpoteca,http://ipt1.cria.org.br/ipt/
ocorrencias,HTSAw - Xiloteca do Trópico Semiárido,speciesLink,Plantae,htsaw,http://ipt1.cria.org.br/ipt/
ocorrencias,HUCO - Herbário da Universidade Estadual do Centro-Oeste,speciesLink,Plantae,huco,http://ipt1.cria.org.br/ipt/
ocorrencias,HUCPE - Herbário da Universidade Católica de Pernambuco,speciesLink,Plantae,hucpe,http://ipt1.cria.org.br/ipt/
ocorrencias,HUCS - Herbário da Universidade de Caxias do Sul,speciesLink,Plantae,hucs,http://ipt1.cria.org.br/ipt/
ocorrencias,HUCS-Liquenoteca - Liquenoteca do Herbário da Universidade de Caxias do Sul,speciesLink,Plantae,hucs-liquenoteca,http://ipt1.cria.org.br/ipt/
ocorrencias,HUCS-Micoteca - Micoteca do Herbário da Universidade de Caxias do Sul,speciesLink,Fungi,hucs-micoteca,http://ipt1.cria.org.br/ipt/
ocorrencias,HUESB - Herbário da Universidade Estadual do Sudoeste da Bahia,speciesLink,Plantae,huesb,http://ipt1.cria.org.br/ipt/
ocorrencias,HUFABC - Herbário da UFABC,speciesLink,Plantae,hufabc,http://ipt1.cria.org.br/ipt/
ocorrencias,HUFSJ - Herbário da Universidade Federal de São João del-Rei,speciesLink,Plantae,hufsj,http://ipt1.cria.org.br/ipt/
ocorrencias,HUFU - Herbarium Uberlandense,speciesLink,Plantae,hufu,http://ipt1.cria.org.br/ipt/
ocorrencias,HUSC - Herbário Unisanta,speciesLink,Plantae,husc,http://ipt1.cria.org.br/ipt/
ocorrencias,HUTO - Herbário da Universidade de Tocantins,speciesLink,Plantae,huto,http://ipt1.cria.org.br/ipt/
ocorrencias,IAC - Herbário do Instituto Agronômico de Campinas,speciesLink,Plantae,iac,http://ipt1.cria.org.br/ipt/
ocorrencias,IPA - Herbário - IPA Dárdano de Andrade Lima,speciesLink,Plantae,ipa,http://ipt1.cria.org.br/ipt/
ocorrencias,IRAI - Herbário do Parque da Ciência Newton Freire Maia,speciesLink,Plantae,irai,http://ipt1.cria.org.br/ipt/
ocorrencias,ISE - Herbário ISE,speciesLink,Plantae,ise,http://ipt1.cria.org.br/ipt/
ocorrencias,JPB - Herbário Lauro Pires Xavier,speciesLink,Plantae,jpb,http://ipt1.cria.org.br/ipt/
ocorrencias,LIRP - Coleção de Peixes do Laboratório de Ictiologia de Ribeirão Preto,speciesLink,Animalia,lirp,http://ipt1.cria.org.br/ipt/
ocorrencias,MAR - Herbário do Maranhão,speciesLink,Plantae,mar,http://ipt1.cria.org.br/ipt/
ocorrencias,MBML-Anfibios - Coleção de Anfíbios MBML,speciesLink,Animalia,mbml-anfibios,http://ipt1.cria.org.br/ipt/
ocorrencias,MBML-Aves - Coleção de Aves MBML,speciesLink,Animalia,mbml-aves,http://ipt1.cria.org.br/ipt/
ocorrencias,MBML-Mamiferos - Coleção de Mamíferos,speciesLink,Animalia,mbml-mamiferos,http://ipt1.cria.org.br/ipt/
ocorrencias,MBML-Peixes - Coleção de Peixes,speciesLink,Animalia,mbml-peixes,http://ipt1.cria.org.br/ipt/
ocorrencias,MBML-Repteis - Coleção de Répteis,speciesLink,Animalia,mbml-repteis,http://ipt1.cria.org.br/ipt/
ocorrencias,MCP - Coleção de Abelhas,speciesLink,Animalia,mcp,http://ipt1.cria.org.br/ipt/
ocorrencias,MCP-Anfibios - Coleção de Anfíbios,speciesLink,Animalia,mcp-anfibios,http://ipt1.cria.org.br/ipt/
ocorrencias,MCP-Aves - Coleção de Aves,speciesLink,Animalia,mcp-aves,http://ipt1.cria.org.br/ipt/
ocorrencias,MCP-Mamiferos - Coleção de Mamíferos,speciesLink,Animalia,mcp-mamiferos,http://ipt1.cria.org.br/ipt/
ocorrencias,MCP-Repteis - Coleção de Répteis,speciesLink,Animalia,mcp-repteis,http://ipt1.cria.org.br/ipt/
ocorrencias,MOSS - Herbário Dárdano de Andrade Lima,speciesLink,Plantae,moss,http://ipt1.cria.org.br/ipt/
ocorrencias,MPUC - Herbário do Museu da Pontifícia Universidade Católica do Rio Grande do Sul,speciesLink,Plantae,mpuc,http://ipt1.cria.org.br/ipt/
ocorrencias,NUP - Coleção Ictiológica do Nupélia,speciesLink,Animalia,nup,http://ipt1.cria.org.br/ipt/
ocorrencias,NX-Criptogamos - Herbário Nova Xavantina,speciesLink,Plantae,nx_herbario,http://ipt1.cria.org.br/ipt/
ocorrencias,NX-Fanerogamas - Herbário Nova Xavantina,speciesLink,Plantae,nx-fanerogamas,http://ipt1.cria.org.br/ipt/
ocorrencias,PACA-AGP - Herbarium Anchieta,speciesLink,Plantae,paca-agp,http://ipt1.cria.org.br/ipt/
ocorrencias,PACA-Algas - Herbarium Anchieta,speciesLink,Plantae,paca-algas,http://ipt1.cria.org.br/ipt/
ocorrencias,PACA-Bryophytes - Herbarium Anchieta - Aloysio Sehnem,speciesLink,Plantae,paca-bryophytes,http://ipt1.cria.org.br/ipt/
ocorrencias,PACA-Fungi - Herbarium Anchieta - Fungi Rickiani,speciesLink,Fungi,paca-fungi,http://ipt1.cria.org.br/ipt/
ocorrencias,PACA-Liquens - Herbarium Anchieta,speciesLink,Plantae,paca-liquens,http://ipt1.cria.org.br/ipt/
ocorrencias,PEUFR - Herbário Professor Vasconcelos Sobrinho,speciesLink,Plantae,peufr,http://ipt1.cria.org.br/ipt/
ocorrencias,RPSP - Coleção Entomológica Prof. J.M.F. Camargo FFCLRP/USP,speciesLink,Animalia,rpsp,http://ipt1.cria.org.br/ipt/
ocorrencias,SJRP-Fungi - Herbário de fungos de São José do Rio Preto,speciesLink,Fungi,sjrp-fungi,http://ipt1.cria.org.br/ipt/
ocorrencias,SMDB - Santa Maria Departamento de Biologia,speciesLink,Plantae,smdb,http://ipt1.cria.org.br/ipt/
ocorrencias,SORO - Herbário do Centro de Ciências e Tecnologias para a Sustentabilidade,speciesLink,Plantae,soro,http://ipt1.cria.org.br/ipt/
ocorrencias,SP - Herbário do Estado Maria Eneyda P. Kaufmann Fidalgo - Coleção de Fanerógamas,speciesLink,Plantae,sp_fanerogamas,http://ipt1.cria.org.br/ipt/
ocorrencias,SP-Algae - Herbário do Estado Maria Eneyda P. Kaufmann Fidalgo - Coleção de Algas,speciesLink,Plantae,sp-algae,http://ipt1.cria.org.br/ipt/
ocorrencias,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,speciesLink,Plantae,sp-bryophyta,http://ipt1.cria.org.br/ipt/
ocorrencias,SP-Fungi - Maria Eneyda Pacheco Kauffmann Fidalgo,speciesLink,Fungi,sp-fungi,http://ipt1.cria.org.br/ipt/
ocorrencias,SPFR - Herbário do Departamento de Biologia da FFCLRP-USP,speciesLink,Plantae,spfr,http://ipt1.cria.org.br/ipt/
ocorrencias,SPFw - Xiloteca do Instituto de Biociências da Universidade de São Paulo,speciesLink,Plantae,spfw,http://ipt1.cria.org.br/ipt/
ocorrencias,SPSF - Herbário Dom Bento José Pickel,speciesLink,Plantae,spsf,http://ipt1.cria.org.br/ipt/
ocorrencias,UB - Herbário da Universidade de Brasília,speciesLink,Plantae,ub_herbario,http://ipt1.cria.org.br/ipt/
ocorrencias,UEC - Herbário da Universidade Estadual de Campinas,speciesLink,Plantae,uec,http://ipt1.cria.org.br/ipt/
ocorrencias,UESC - Herbário Universidade Estadual de Santa Cruz,speciesLink,Plantae,uesc,http://ipt1.cria.org.br/ipt/
ocorrencias,UFACPZ - Herbário da Universidade Federal do Acre,speciesLink,Plantae,ufacpz,http://ipt1.cria.org.br/ipt/
ocorrencias,UFMT - Herbário UFMT,speciesLink,Plantae,ufmt,http://ipt1.cria.org.br/ipt/
ocorrencias,UFP - Herbário UFP - Geraldo Mariz,speciesLink,Plantae,ufp,http://ipt1.cria.org.br/ipt/
ocorrencias,UFRN-Fungos - Herbário UFRN - Fungos,speciesLink,Fungi,ufrn-fungos,http://ipt1.cria.org.br/ipt/
ocorrencias,UNOPA - Herbário da Universidade Estadual do Oeste do Paraná,speciesLink,Plantae,unopa,http://ipt1.cria.org.br/ipt/
ocorrencias,URM - Herbário Pe. Camille Torrand,speciesLink,Plantae,urm,http://ipt1.cria.org.br/ipt/
ocorrencias,VIC - Herbário da Universidade Federal de Viçosa,speciesLink,Plantae,vic,http://ipt1.cria.org.br/ipt/
ocorrencias,VIES-Fungi - Herbário Central da Universidade Federal do Espírito Santo - Coleção de Fungos,speciesLink,Fungi,vies-fungi,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-AMP - Coleção de Anfíbios do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-amp,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-API - Coleção de Apicomplexa do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-api,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-APL - Coleção de Aplacophora do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-apl,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-ARA - Coleção de Aracnideos do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-ara,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-ASC - Coleção de Ascidiacea do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-asc,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-AST - Coleção de Asteroidea do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-ast,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-AVE - Coleção de Aves do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-ave,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-BIV - Coleção de Bivalvia do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-biv,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-BRA - Coleção de Brachiopoda do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-bra,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-BRY - Coleção de Bryozoa do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-bry,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-CEP - Coleção de Cephalopoda do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-cep,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-CLB - Coleção de Collembola do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-clb,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-CNI - Coleção de Cnidaria do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-cni,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-COL - Coleção de Coleoptera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-col,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-CPH - Coleção de Cephalochordata do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-cph,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-CRU - Coleção de Crustacea do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-cru,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-DIP - Coleção de Diptera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-dip,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-ECH - Coleção de Echinoidea do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-ech,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-EPH - Coleção de Ephemeroptera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-eph,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-GAS - Coleção de Gastropoda do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-gas,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-GCH - Coleção de Gastrotricha do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-gch,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-HEM - Coleção de Hemiptera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-hem,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-HOL - Coleção de Holothuroidea do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-hol,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-HYM - Coleção de Hymenoptera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-hym,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-LEP - Coleção de Lepidoptera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-lep,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-MAM - Coleção de Mamíferos do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-mam,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-MYX - Coleção de Myxozoa do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-myx,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-NEM - Coleção de Nemertea do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-nem,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-NEU - Coleção de Neuroptera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-neu,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-NMA - Coleção de Nematoda do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-nma,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-OPH - Coleção de Ophiuroidea do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-oph,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-ORT - Coleção de Orthoptera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-ort,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-pis,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-PLA - Coleção de Platyhelmintes do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-pla,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-POL - Coleção de Polychaeta do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-pol,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-POP - Coleção de Polyplacophora do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-pop,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-POR - Coleção de Porifera do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-por,http://ipt1.cria.org.br/ipt/
ocorrencias,ZUEC-REP - Coleção de Répteis do Museu de Zoologia da UNICAMP,speciesLink,Animalia,zuec-rep,http://ipt1.cria.org.br/ipt/
ocorrencias,Coleção Científica de Mastozoologia da UFPR,taxonline,Animalia,ufpr_mastologia_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Ascidiacea da Universidade Federal do Paraná,taxonline,Animalia,dzup_ascidiacea_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Carcinologia do Museu de Zoologia da UEL,taxonline,Animalia,mzuel_carcinologia_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Herpetofauna do Museu de Zoologia da UEL,taxonline,Animalia,mzuel_herpetologia_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Herpetologia do Museu de História Natural do Capão da Imbuia,taxonline,Animalia,herpetologia_mhnci_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Ictiologia da UNILA,taxonline,Animalia,unila_ictiologia_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Ictiologia do Museu de História Natural Capão da Imbuia,taxonline,Animalia,ictiologia_mhnci_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Ictiologia do Museu de Zoologia da UEL,taxonline,Animalia,mzuel_ictiologia_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Invertebrados Aquáticos e Coleoptera da Universidade Estadual do Centro-Oeste,taxonline,Animalia,unicentro_ciac_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Mastozoologia do Museu de História Natural Capão da Imbuia,taxonline,Animalia,mhnci_05,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Mastozoologia do Museu de Zoologia da UEL,taxonline,Animalia,mzuel_mastozoologia_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção de Ornitologia do Museu de Zoologia da UEL,taxonline,Animalia,mzuel_ornitologia_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Ana Leuch Lozovei,taxonline,Animalia,ufpr_colpar_dpat_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica do Setor Palotina Universidade Federal do Paraná,taxonline,Animalia,cesp_ufpr_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Aphidoidea,taxonline,Animalia,ufpr_dzup_aphoidea_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Coleoptera,taxonline,Animalia,ufpr_dzup_coleoptera_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Dermaptera,taxonline,Animalia,ufpr_dzup_dermaptera_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Diptera,taxonline,Animalia,ufpr_dzup_diptera_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Formicidae,taxonline,Animalia,ufpr_dzup_formicidae_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Hemiptera,taxonline,Animalia,ufpr_dzup_hemiptera_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Hymenoptera,taxonline,Animalia,ufpr_dzup_hymenoptera_01,https://ipt.sibbr.gov.br/taxonline/
ocorrencias,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Lepidoptera,taxonline,Animalia,ufpr_dzup_lepidoptera_01,https://ipt.sibbr.gov.br/taxonline/
